SAL_CODE_2021,synthetic_population,avg_age_synthetic,median_income_synthetic,mode_education_synthetic
SAL12244,1,45.0,665.0,No qualification
SAL12245,9,43.0,3042.0,Bachelor
SAL12246,262,39.041984732824424,1332.0,No qualification
SAL12247,5,38.0,1181.0,Bachelor
SAL12250,54,33.333333333333336,1324.5,Certificate III/IV
SAL12251,188,38.15425531914894,1238.5,Certificate III/IV
SAL12252,42,40.04761904761905,985.5,No qualification
SAL12253,2,39.5,857.0,Certificate III/IV
SAL12254,5,19.6,1294.0,Year 12
SAL12255,153,39.12418300653595,1548.0,No qualification
SAL12256,156,35.993589743589745,1613.0,No qualification
SAL12258,3,30.666666666666668,2340.0,Diploma
SAL12259,125,39.808,1387.0,No qualification
SAL12260,18,47.05555555555556,1082.5,Bachelor
SAL12262,200,39.17,1334.5,Certificate III/IV
SAL12263,32,38.625,1114.5,Year 12
SAL12264,35,39.57142857142857,1293.0,Certificate III/IV
SAL12265,61,32.950819672131146,1312.0,No qualification
SAL12266,669,38.38714499252616,1262.0,No qualification
SAL12267,27,35.851851851851855,1256.0,Bachelor
SAL12268,47,39.0,1056.0,No qualification
SAL12269,4,31.5,994.0,Certificate III/IV
SAL12270,303,39.7029702970297,1345.0,No qualification
SAL12272,18,43.44444444444444,1551.5,No qualification
SAL12273,209,37.39712918660287,1258.0,No qualification
SAL12274,3,66.33333333333333,867.0,Bachelor
SAL12275,473,37.53911205073996,1182.0,No qualification
SAL12276,447,38.375838926174495,1263.0,No qualification
SAL12277,106,38.29245283018868,1473.5,Year 12
SAL12278,1,74.0,998.0,No qualification
SAL12279,11,40.36363636363637,1435.0,Certificate III/IV
SAL12280,3,61.333333333333336,954.0,No qualification
SAL12282,26,44.5,1885.5,Certificate III/IV
SAL12283,1,0.0,3668.0,Year 12
SAL12284,122,33.795081967213115,1235.5,No qualification
SAL12285,25,37.68,1461.0,Year 12
SAL12286,1,50.0,1632.0,Certificate III/IV
SAL12287,88,40.21590909090909,1313.5,Year 12
SAL12288,16,40.5,828.0,Diploma
SAL12289,2,33.5,2534.0,Certificate III/IV
SAL12290,2,54.5,463.5,No qualification
SAL12291,1,48.0,1057.0,No qualification
SAL12292,83,40.36144578313253,1595.0,No qualification
SAL12293,6,47.166666666666664,808.0,No qualification
SAL12294,29,41.0,1087.0,No qualification
SAL12295,2,66.5,782.0,Certificate III/IV
SAL12296,496,38.35685483870968,1336.5,No qualification
SAL12297,46,40.130434782608695,1124.0,Certificate III/IV
SAL12298,83,38.096385542168676,1407.0,Bachelor
SAL12299,3,39.666666666666664,847.0,Year 12
SAL12300,11,32.90909090909091,1239.0,Certificate III/IV
SAL12302,325,37.206153846153846,1298.0,No qualification
SAL12303,2,28.5,894.5,Bachelor
SAL12304,12,47.75,939.0,Certificate III/IV
SAL12305,2,52.5,2294.5,Postgraduate
SAL12306,582,39.039518900343644,1420.0,No qualification
SAL12307,3,40.0,1287.0,Bachelor
SAL12308,2,29.0,1076.0,Bachelor
SAL12309,97,36.44329896907217,1358.0,No qualification
SAL12311,1,23.0,760.0,No qualification
SAL12312,306,38.549019607843135,1402.0,No qualification
SAL12313,90,37.922222222222224,1371.5,Year 12
SAL12314,366,38.775956284153004,1352.5,No qualification
SAL12315,4,45.0,588.5,Bachelor
SAL12316,165,39.09090909090909,1356.0,No qualification
SAL12317,412,38.101941747572816,1358.0,No qualification
SAL12318,173,36.005780346820806,1264.0,No qualification
SAL12319,1,57.0,5650.0,Postgraduate
SAL12320,2,31.0,1756.0,Bachelor
SAL12321,5,38.6,614.0,No qualification
SAL12322,168,38.160714285714285,1520.0,No qualification
SAL12323,2,36.0,817.5,Bachelor
SAL12324,84,39.607142857142854,1313.0,Year 12
SAL12325,901,37.52719200887903,1320.0,No qualification
SAL12327,20,32.25,1585.0,No qualification
SAL12328,16,38.875,1295.0,No qualification
SAL12329,86,39.372093023255815,1346.0,Bachelor
SAL12330,30,39.3,1961.0,Year 12
SAL12331,49,37.265306122448976,1454.0,Certificate III/IV
SAL12332,7,37.142857142857146,1301.0,Diploma
SAL12334,273,39.73260073260073,1350.0,No qualification
SAL12336,3,42.0,932.0,Bachelor
SAL12337,10,28.8,1969.0,Bachelor
SAL12338,1,26.0,681.0,Diploma
SAL12339,4,38.5,1005.5,Certificate III/IV
SAL12342,9,28.11111111111111,1138.0,Diploma
SAL12343,2,39.0,3300.5,Certificate III/IV
SAL12344,21,42.476190476190474,1825.0,No qualification
SAL12345,12,49.25,954.0,No qualification
SAL12347,2,65.5,531.0,Certificate III/IV
SAL12348,435,38.41379310344828,1391.0,No qualification
SAL12349,3,35.666666666666664,2851.0,Diploma
SAL12350,13,36.46153846153846,2372.0,No qualification
SAL12352,206,36.63592233009709,1333.0,No qualification
SAL12353,153,38.26797385620915,1326.0,No qualification
SAL12354,84,36.666666666666664,1257.0,No qualification
SAL12355,3,43.333333333333336,839.0,Year 12
SAL12356,191,37.82722513089005,1285.0,No qualification
SAL12357,3,47.333333333333336,776.0,Diploma
SAL12358,190,35.97894736842105,1443.0,Certificate III/IV
SAL12359,5,33.4,1062.0,Certificate III/IV
SAL12360,8,34.625,1463.5,Bachelor
SAL12361,19,46.578947368421055,2420.0,Certificate III/IV
SAL12363,1,29.0,732.0,No qualification
SAL12365,2,0.5,2460.5,Postgraduate
SAL12366,5,50.2,1687.0,Certificate III/IV
SAL12369,28,43.67857142857143,1735.5,No qualification
SAL12370,1201,37.81265611990008,1333.0,No qualification
SAL12371,77,39.45454545454545,1137.0,No qualification
SAL12372,59,37.186440677966104,1513.0,Certificate III/IV
SAL12373,5,56.8,1681.0,Year 12
SAL12374,60,36.483333333333334,1393.5,No qualification
SAL12376,26,41.23076923076923,915.0,Year 12
SAL12377,37,36.648648648648646,1162.0,Certificate III/IV
SAL12378,32,35.71875,1970.5,No qualification
SAL12379,2,50.0,3925.0,Year 12
SAL12380,156,37.8525641025641,1680.0,No qualification
SAL12381,9,36.888888888888886,1154.0,Certificate III/IV
SAL12382,6,45.5,1263.5,No qualification
SAL12383,1,37.0,10000.0,Year 12
SAL12384,148,41.75,1499.5,No qualification
SAL12385,66,35.53030303030303,1171.5,No qualification
SAL12386,5,60.8,1769.0,Certificate III/IV
SAL12387,290,38.744827586206895,1355.5,No qualification
SAL12388,2,27.5,2837.5,No qualification
SAL12390,8,25.875,799.5,Certificate III/IV
SAL12391,4,34.0,672.0,Bachelor
SAL12393,5,25.8,2079.0,Diploma
SAL12394,90,40.21111111111111,1328.5,No qualification
SAL12395,22,30.954545454545453,1100.5,No qualification
SAL12396,15,43.8,1131.0,No qualification
SAL12397,2,56.0,1384.5,Certificate III/IV
SAL12398,47,34.319148936170215,1327.0,No qualification
SAL12399,9,37.888888888888886,1957.0,Certificate III/IV
SAL12400,3,37.333333333333336,1070.0,Diploma
SAL12401,2,36.0,975.5,No qualification
SAL12402,1,0.0,843.0,Postgraduate
SAL12403,4,26.0,2373.0,Certificate III/IV
SAL12404,29,32.724137931034484,1308.0,Year 12
SAL12405,24,43.708333333333336,1110.0,Bachelor
SAL12406,4,55.0,870.5,Year 12
SAL12407,16,42.1875,1311.0,No qualification
SAL12408,2,69.0,2677.5,Bachelor
SAL12410,11,44.45454545454545,1062.0,No qualification
SAL12411,6,22.5,1125.0,Certificate III/IV
SAL12412,2,28.0,889.5,No qualification
SAL12413,2,26.0,1997.0,No qualification
SAL12414,3,38.0,972.0,No qualification
SAL12415,2,24.5,1049.5,No qualification
SAL12416,2,32.5,1060.0,No qualification
SAL12417,11,33.36363636363637,1868.0,Certificate III/IV
SAL12418,4,27.5,1676.5,No qualification
SAL12419,4,50.75,1572.0,Certificate III/IV
SAL12421,28,37.607142857142854,2391.0,Certificate III/IV
SAL12422,4,32.25,1664.5,Bachelor
SAL12423,3,22.0,1322.0,Bachelor
SAL12425,1,61.0,590.0,Certificate III/IV
SAL12427,9,40.666666666666664,1813.0,Bachelor
SAL12428,79,33.29113924050633,1786.0,No qualification
SAL12429,10,37.6,1229.5,Bachelor
SAL12430,217,37.50691244239631,1363.0,No qualification
SAL12431,347,37.57348703170029,1423.0,No qualification
SAL12432,13,43.38461538461539,1088.0,Postgraduate
SAL12433,3,65.33333333333333,1350.0,Bachelor
SAL12434,2,7.0,1080.0,Bachelor
SAL12435,14,36.785714285714285,1450.0,Certificate III/IV
SAL12436,5,62.0,970.0,Bachelor
SAL12437,1,30.0,2373.0,No qualification
SAL12439,129,38.75968992248062,1364.0,No qualification
SAL12440,99,42.26262626262626,1389.0,No qualification
SAL12441,64,36.125,1430.5,Bachelor
SAL12442,544,37.21507352941177,1412.0,No qualification
SAL12443,124,37.38709677419355,1456.5,Year 12
SAL12444,75,34.32,1473.0,No qualification
SAL12446,455,38.75164835164835,1240.0,No qualification
SAL12449,1,47.0,7883.0,Certificate III/IV
SAL12450,17,30.058823529411764,1448.0,Postgraduate
SAL12451,2,24.5,4535.0,Diploma
SAL12452,23,32.73913043478261,1419.0,No qualification
SAL12453,5,52.4,1627.0,No qualification
SAL12454,20,38.7,1203.0,Bachelor
SAL12455,5,31.8,1192.0,No qualification
SAL12456,1,23.0,1148.0,Year 12
SAL12457,6,35.0,876.0,No qualification
SAL12458,71,39.33802816901409,1121.0,No qualification
SAL12460,6,53.333333333333336,1400.0,Diploma
SAL12461,10,41.5,1756.5,Certificate III/IV
SAL12462,191,40.973821989528794,1349.0,No qualification
SAL12463,1,21.0,1771.0,Year 12
SAL12464,1,43.0,1474.0,Bachelor
SAL12465,30,41.1,909.0,Certificate III/IV
SAL12466,2,66.0,1124.5,Certificate III/IV
SAL12467,6,39.666666666666664,2073.0,No qualification
SAL12468,1,0.0,3466.0,Diploma
SAL12469,1,0.0,794.0,No qualification
SAL12470,15,43.2,1938.0,No qualification
SAL12471,95,34.11578947368421,1280.0,No qualification
SAL12472,7,34.857142857142854,501.0,Certificate III/IV
SAL12473,1,24.0,687.0,Postgraduate
SAL12474,4,23.5,955.5,Bachelor
SAL12475,15,24.4,1683.0,No qualification
SAL12477,19,33.36842105263158,1349.0,Year 12
SAL12478,112,37.580357142857146,1342.5,Certificate III/IV
SAL12479,4,57.0,1848.5,No qualification
SAL12480,5,43.0,1362.0,Certificate III/IV
SAL12481,1,3.0,3544.0,Certificate III/IV
SAL12482,29,31.103448275862068,1027.0,Certificate III/IV
SAL12483,30,45.36666666666667,1115.0,No qualification
SAL12484,93,35.54838709677419,1200.0,No qualification
SAL12485,633,37.87045813586098,1368.0,No qualification
SAL12486,242,37.921487603305785,1399.5,No qualification
SAL12487,117,37.92307692307692,1264.0,No qualification
SAL12488,10,43.7,1969.0,Diploma
SAL12489,11,35.0,1731.0,Year 12
SAL12490,3,43.333333333333336,1605.0,Bachelor
SAL12491,13,31.0,1501.0,Certificate III/IV
SAL12492,29,33.44827586206897,1754.0,Certificate III/IV
SAL12493,3,34.333333333333336,1703.0,Diploma
SAL12494,54,40.03703703703704,1258.0,Bachelor
SAL12495,332,35.683734939759034,1348.0,Year 12
SAL12496,1,35.0,2642.0,Certificate III/IV
SAL12497,18,42.111111111111114,1882.5,No qualification
SAL12498,151,38.06622516556291,1419.0,No qualification
SAL12501,1,0.0,386.0,No qualification
SAL12502,54,42.0,1245.0,No qualification
SAL12503,5,29.8,837.0,No qualification
SAL12504,8,36.25,1399.5,Certificate III/IV
SAL12505,4,33.75,1119.0,Postgraduate
SAL12506,2,28.0,1700.0,Postgraduate
SAL12508,24,41.916666666666664,1993.0,Certificate III/IV
SAL12509,9,30.666666666666668,1809.0,Year 12
SAL12510,20,41.45,1280.0,No qualification
SAL12511,1195,36.63682008368201,1338.0,No qualification
SAL12512,23,37.130434782608695,1825.0,No qualification
SAL12513,11,41.81818181818182,968.0,Year 12
SAL12514,1041,36.90297790585975,1374.0,No qualification
SAL12515,595,38.88067226890756,1396.0,No qualification
SAL12516,483,38.77018633540373,1305.0,No qualification
SAL12517,7,55.57142857142857,858.0,Bachelor
SAL12518,3,54.0,658.0,Certificate III/IV
SAL12519,5,42.4,1670.0,Year 12
SAL12520,8,25.5,1271.5,Postgraduate
SAL12521,18,39.166666666666664,1519.5,Certificate III/IV
SAL12522,19,43.421052631578945,1330.0,No qualification
SAL12523,68,30.926470588235293,1421.5,Certificate III/IV
SAL12524,307,37.16938110749186,1332.0,Year 12
SAL12525,3,26.333333333333332,1656.0,Year 12
SAL12526,3,25.666666666666668,778.0,Certificate III/IV
SAL12527,3,43.0,2453.0,Bachelor
SAL12528,67,37.91044776119403,1306.0,No qualification
SAL12529,843,39.214709371293004,1355.0,No qualification
SAL12530,36,40.55555555555556,1382.0,No qualification
SAL12531,3,25.666666666666668,1303.0,Certificate III/IV
SAL12532,35,37.97142857142857,1402.0,Certificate III/IV
SAL12533,8,43.875,1003.5,Bachelor
SAL12534,390,38.297435897435896,1310.5,No qualification
SAL12535,1,12.0,1121.0,Year 12
SAL12536,3,18.0,1461.0,Year 12
SAL12537,7,38.57142857142857,1152.0,Bachelor
SAL12538,3,31.666666666666668,544.0,Year 12
SAL12539,4,28.0,2015.5,Certificate III/IV
SAL12540,386,38.82642487046632,1412.0,No qualification
SAL12542,2,65.0,1539.0,Certificate III/IV
SAL12543,1,65.0,792.0,Year 12
SAL12544,65,42.815384615384616,1233.0,Certificate III/IV
SAL12545,1,73.0,1700.0,Certificate III/IV
SAL12546,72,34.861111111111114,1387.5,No qualification
SAL12547,9,48.888888888888886,1652.0,Bachelor
SAL12548,87,41.310344827586206,1292.0,No qualification
SAL12549,1,54.0,1651.0,No qualification
SAL12550,13,35.69230769230769,1644.0,No qualification
SAL12551,5,44.8,2267.0,Bachelor
SAL12552,77,38.1948051948052,1090.0,No qualification
SAL12553,9,42.111111111111114,1217.0,Bachelor
SAL12554,11,25.727272727272727,1680.0,No qualification
SAL12555,34,31.823529411764707,2026.0,No qualification
SAL12556,6,40.0,1361.0,Year 12
SAL12557,111,36.93693693693694,1314.0,No qualification
SAL12558,4,27.0,1644.5,No qualification
SAL12559,13,38.92307692307692,1639.0,Certificate III/IV
SAL12560,180,36.977777777777774,1479.0,Year 12
SAL12562,1,20.0,1246.0,Postgraduate
SAL12563,18,44.05555555555556,1689.0,Certificate III/IV
SAL12564,427,37.421545667447305,1303.0,No qualification
SAL12566,19,37.78947368421053,1070.0,Bachelor
SAL12567,4,55.5,1114.0,Diploma
SAL12568,6,64.33333333333333,2268.0,Certificate III/IV
SAL12570,1,20.0,1029.0,Diploma
SAL12572,1,28.0,751.0,Bachelor
SAL12573,50,39.4,1129.0,No qualification
SAL12574,74,38.486486486486484,1301.5,No qualification
SAL12575,2,54.5,1404.5,Bachelor
SAL12576,8,30.0,1491.0,Postgraduate
SAL12577,7,51.714285714285715,3468.0,No qualification
SAL12578,436,37.08715596330275,1342.5,No qualification
SAL12579,41,35.80487804878049,1795.0,Certificate III/IV
SAL12580,11,37.63636363636363,1071.0,Year 12
SAL12581,20,32.8,1789.5,No qualification
SAL12582,20,36.55,2035.0,No qualification
SAL12583,3,52.666666666666664,1149.0,Diploma
SAL12584,477,38.0272536687631,1338.0,No qualification
SAL12585,57,33.89473684210526,1158.0,No qualification
SAL12586,151,38.12582781456954,1510.0,No qualification
SAL12587,5,35.4,1142.0,Bachelor
SAL12589,1,12.0,2106.0,Year 12
SAL12590,17,32.76470588235294,1131.0,Year 12
SAL12591,2,15.5,1969.0,Certificate III/IV
SAL12594,2,14.5,1067.5,Certificate III/IV
SAL12595,1,40.0,2723.0,Bachelor
SAL12596,74,39.445945945945944,1152.0,Certificate III/IV
SAL12597,6,46.333333333333336,1189.0,Bachelor
SAL12598,7,35.285714285714285,1614.0,Bachelor
SAL12599,1327,37.54785229841748,1355.0,No qualification
SAL12600,291,36.39518900343643,1260.0,Year 12
SAL12601,11,38.45454545454545,1491.0,Bachelor
SAL12603,187,40.18181818181818,1282.0,No qualification
SAL12604,4,31.75,1259.0,No qualification
SAL12605,6,39.0,3682.0,No qualification
SAL12608,4,38.5,1686.5,Diploma
SAL12609,21,36.523809523809526,1215.0,No qualification
SAL12610,15,40.93333333333333,1531.0,Certificate III/IV
SAL12611,12,39.916666666666664,1073.5,No qualification
SAL12613,46,34.78260869565217,1843.0,No qualification
SAL12614,40,34.3,1132.0,No qualification
SAL12615,2,24.0,683.0,Certificate III/IV
SAL12616,1,30.0,3130.0,Year 12
SAL12617,5,41.0,1297.0,Certificate III/IV
SAL12618,288,34.96180555555556,1370.0,No qualification
SAL12619,2,31.0,3617.5,Certificate III/IV
SAL12620,1,31.0,330.0,Year 12
SAL12621,1,33.0,972.0,No qualification
SAL12622,2,22.0,703.5,No qualification
SAL12623,7,41.0,1801.0,Year 12
SAL12624,4,52.5,1470.0,Year 12
SAL12626,2,28.0,1373.0,No qualification
SAL12627,1,21.0,1111.0,No qualification
SAL12628,140,36.05714285714286,1405.0,No qualification
SAL12629,10,36.5,1499.5,Certificate III/IV
SAL12630,68,38.088235294117645,1259.5,Certificate III/IV
SAL12631,55,39.27272727272727,1139.0,Certificate III/IV
SAL12633,12,39.166666666666664,1348.0,Diploma
SAL12634,48,40.020833333333336,1552.0,Bachelor
SAL12635,5,40.0,2905.0,No qualification
SAL12636,167,37.377245508982035,1259.0,No qualification
SAL12637,3,57.666666666666664,1467.0,Certificate III/IV
SAL12638,2,56.0,677.0,Bachelor
SAL12639,1,41.0,600.0,Certificate III/IV
SAL12640,94,38.87234042553192,1468.0,No qualification
SAL12641,79,35.55696202531646,1206.0,No qualification
SAL12642,2,34.0,2757.0,Diploma
SAL12643,1,1.0,857.0,Year 12
SAL12644,255,35.70980392156863,1264.0,No qualification
SAL12645,5,24.8,1679.0,Bachelor
SAL12646,2,59.0,5947.5,Postgraduate
SAL12647,5,24.0,2016.0,Bachelor
SAL12648,3,7.0,862.0,Year 12
SAL12649,40,42.2,1580.5,No qualification
SAL12650,31,35.32258064516129,1276.0,Certificate III/IV
SAL12651,7,44.42857142857143,794.0,Bachelor
SAL12652,6,20.333333333333332,1760.5,Bachelor
SAL12653,580,37.751724137931035,1316.5,No qualification
SAL12654,16,40.6875,899.0,Diploma
SAL12655,23,30.47826086956522,1569.0,Certificate III/IV
SAL12656,713,38.3969144460028,1271.0,Year 12
SAL12657,2,31.0,3085.0,No qualification
SAL12658,33,42.121212121212125,1366.0,Certificate III/IV
SAL12659,2,12.5,778.5,No qualification
SAL12660,12,43.5,1806.0,No qualification
SAL12661,58,38.41379310344828,1414.5,Certificate III/IV
SAL12662,10,48.8,1331.5,Postgraduate
SAL12663,19,38.473684210526315,828.0,No qualification
SAL12664,237,38.729957805907176,1318.0,No qualification
SAL12665,283,36.639575971731446,1376.0,No qualification
SAL12666,20,37.15,1571.5,Year 12
SAL12667,1,50.0,1522.0,No qualification
SAL12668,8,32.125,2075.5,Bachelor
SAL12669,2,16.5,1843.0,Bachelor
SAL12670,1,25.0,1378.0,Year 12
SAL12671,14,29.928571428571427,702.5,Diploma
SAL12672,3,24.0,738.0,No qualification
SAL12676,9,46.111111111111114,1288.0,No qualification
SAL12677,4,20.25,1968.0,Certificate III/IV
SAL12678,3,59.333333333333336,718.0,Certificate III/IV
SAL12679,2,37.0,982.5,No qualification
SAL12680,45,37.8,1490.0,No qualification
SAL12681,92,39.108695652173914,1348.0,No qualification
SAL12682,116,41.310344827586206,1247.0,Year 12
SAL12683,427,36.433255269320846,1244.0,No qualification
SAL12684,1,6.0,3691.0,No qualification
SAL12685,5,39.8,1299.0,Year 12
SAL12686,1,9.0,2770.0,Year 12
SAL12687,7,52.857142857142854,2076.0,No qualification
SAL12688,2,44.5,2865.0,Certificate III/IV
SAL12689,5,32.2,4966.0,Bachelor
SAL12690,4,34.75,1755.0,Diploma
SAL12692,1,38.0,1615.0,Certificate III/IV
SAL12693,2,38.5,582.5,No qualification
SAL12694,7,36.42857142857143,1615.0,No qualification
SAL12695,5,46.6,999.0,Certificate III/IV
SAL12696,26,29.076923076923077,1600.5,No qualification
SAL12697,189,40.29100529100529,1312.0,No qualification
SAL12698,9,40.0,1355.0,No qualification
SAL12699,12,38.75,876.0,Year 12
SAL12701,1,74.0,1244.0,No qualification
SAL12702,1,25.0,2649.0,Postgraduate
SAL12703,1,0.0,1292.0,Year 12
SAL12706,1,31.0,1627.0,Bachelor
SAL12708,2,71.0,791.0,Bachelor
SAL12709,21,35.285714285714285,1428.0,Certificate III/IV
SAL12710,52,41.96153846153846,1458.0,No qualification
SAL12712,4,43.0,794.0,No qualification
SAL12714,83,38.66265060240964,1423.0,No qualification
SAL12715,19,44.0,1079.0,Certificate III/IV
SAL12716,2,44.5,726.0,No qualification
SAL12718,6,31.833333333333332,748.0,Bachelor
SAL12720,8,43.625,1948.0,Postgraduate
SAL12721,95,35.67368421052632,1151.0,Certificate III/IV
SAL12722,1,45.0,379.0,No qualification
SAL12723,487,38.106776180698155,1319.0,Year 12
SAL12724,1,60.0,846.0,Year 12
SAL12725,23,47.43478260869565,1169.0,Certificate III/IV
SAL12726,13,33.46153846153846,1468.0,Year 12
SAL12727,4,36.25,1186.0,Certificate III/IV
SAL12728,11,40.18181818181818,1675.0,Certificate III/IV
SAL12729,1,34.0,3153.0,Certificate III/IV
SAL12730,2,54.0,1491.5,No qualification
SAL12731,1,50.0,3239.0,Year 12
SAL12732,3,41.333333333333336,360.0,Bachelor
SAL12733,353,37.20113314447592,1339.0,Certificate III/IV
SAL12734,162,37.092592592592595,1206.0,Year 12
SAL12735,43,35.69767441860465,1394.0,Year 12
SAL12736,2,43.0,557.5,Certificate III/IV
SAL12737,5,43.6,3379.0,Diploma
SAL12738,68,40.89705882352941,1674.5,No qualification
SAL12739,424,38.70518867924528,1281.5,No qualification
