Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly
Narraweena,SAL12919,19694.41000942995,17.97676008202324,3967.89188129154,19.147300068352692,60.97060833902938,4784.688995215311,10000.0,94.6266681682527,38.87621220764404,790,43,2.8,3925.333633650543,6971,3042,400,0.8886075949367088,1935
Narromine,SAL12920,3729.9071088257515,78.26384142173616,3510.344839371155,93.11346548188652,20.369104579630896,3342.4470266575527,10000.0,10.0,19.17200591424347,710,39,2.5,2.4151258577745587,4608,1213,250,0.3942578548212351,1306
Narwee,SAL12921,7110.986741906775,14.627477785372523,3251.125640414631,44.719753930280255,73.2740943267259,2382.091592617908,10000.0,96.77289554160632,45.541890853189855,647,40,2.7,4354.5791083212625,5411,2166,354,0.7725597431934372,1431
Nemingha,SAL12935,5089.302980887324,95.07860560492139,4234.435748462064,82.20266575529733,8.33902939166097,5946.684894053315,9785.714285714286,10.0,14.402173913043478,856,44,2.4,21.120874314320552,705,1660,300,0.44751976994967646,1741
Neutral Bay,SAL12943,14606.08722027427,90.9090909090909,5205.278027960763,34.63773069036226,94.87354750512645,9774.436090225563,8928.57142857143,82.28186332466304,68.63128491620112,1552,38,2.0,7953.022779222827,10090,2895,550,0.4304619349722443,2443
New Berrima,SAL12947,5419.4502016658025,61.8591934381408,3766.406759941704,68.49794941900205,5.0580997949419,4190.020505809979,10000.0,52.5545217348496,12.709030100334449,757,37,2.5,176.63565204548811,598,1733,400,0.5282999695152931,1607
New Lambton,SAL12951,7426.745063435361,87.01298701298701,4509.120598989594,59.71462747778537,73.61585782638414,6760.082023239918,9785.714285714286,83.88442160755397,45.954198473282446,914,41,2.4,1776.8843215107936,10651,2058,395,0.5196094933512877,1853
New Lambton Heights,SAL12952,10967.940159078536,95.62542720437457,5121.345837916145,45.69377990430622,87.42310321257689,8612.44019138756,10000.0,75.91233024068845,59.43586299529886,1087,41,2.9,877.3699072206534,2610,2330,483,0.49465713679145146,2742
Newington (NSW),SAL12962,13787.00276156066,87.42310321257689,5083.003109726993,35.86807928913193,94.39507860560492,8468.899521531099,10000.0,93.43153123988345,68.25,1070,38,2.9,6094.744793352757,5648,2500,560,0.5391804457225018,2465
Newport (NSW),SAL12965,25045.573360569604,75.18796992481202,5172.261845132532,19.651401230348597,76.96514012303486,8786.73957621326,10000.0,87.66953487762008,49.161159125571935,1126,46,2.6,2533.906975524017,9659,3000,600,0.614838092635606,2479
Newrybar,SAL12966,18536.51940148594,32.87764866712235,4288.92993848257,22.137730690362275,52.42652084757348,5905.673274094326,10000.0,10.0,33.876221498371336,853,47,2.6,25.339728598170012,532,2600,530,0.7033997655334114,1843
Newtown (NSW),SAL12969,17146.124344656277,81.81818181818183,5099.653510656379,28.742310321257676,95.96719070403282,9405.331510594668,8952.380952380954,74.45774781019597,69.84203429011751,1309,34,2.1,9257.042031634004,14690,3000,550,0.5288828818240583,2330
Niagara Park,SAL12970,6551.620851773161,57.41626794258373,3927.4123343194265,58.94565960355434,46.274777853725226,4678.742310321257,10000.0,66.04805244621124,30.460189919649377,785,37,2.7,581.4415733863375,2779,1943,410,0.5711905928466439,1780
Nimbin,SAL12974,2813.277322015583,13.397129186602871,2331.106971975393,81.86090225563909,44.63431305536569,280.2460697197539,8928.57142857143,10.0,29.637305699481864,479,50,2.0,22.050308182900928,1607,1199,300,0.5776457363096195,798
Nirimba Fields,SAL12977,15726.008940012283,81.68147641831852,5041.405893992113,31.057758031442248,91.86602870813397,8981.544771018453,9238.095238095239,65.72563033551718,65.23076923076923,1159,31,2.9,571.7689100655152,1632,3000,410,0.597331917435455,2567
Norah Head,SAL12983,8454.794275540024,48.87218045112782,4033.8268477773845,46.71052631578947,46.75324675324675,5157.21120984279,9857.142857142859,55.67864341906084,30.76923076923077,811,51,2.5,270.3593025718252,1149,2167,400,0.6166176610073034,1711
Noraville,SAL12984,6548.6381709697425,37.73069036226931,3628.5184966050606,54.40874914559126,32.33082706766917,3687.6281613123715,10000.0,83.53866727365845,24.04479578392622,729,42,2.5,1707.7334547316905,3001,2000,370,0.6331117442228553,1480
Nords Wharf,SAL12985,6941.823286639831,41.49008885850991,3741.9891309246545,52.90498974709501,31.100478468899524,4080.6561859193434,10000.0,56.41421072120935,23.678646934460886,752,44,2.6,292.4263216362805,895,2000,400,0.6137479541734862,1679
Normanhurst,SAL12986,30957.99165038996,38.68762816131237,4605.18641344796,13.875598086124398,90.56732740943268,6883.116883116883,10000.0,87.2076686004351,63.49206349206349,921,41,2.9,2441.5337200870194,5387,3000,550,0.7516913054372337,2590
North Arm Cove,SAL12989,5157.578422572115,11.756664388243337,2906.223171565277,55.348598769651396,38.414217361585784,2382.091592617908,8714.285714285716,10.0,26.851851851851855,647,56,2.3,11.37958971631425,552,1950,340,0.6955177743431221,1272
North Avoca,SAL12990,13595.918903533064,90.08885850991113,5124.072293253629,36.688311688311686,79.42583732057416,8626.110731373888,10000.0,82.74215096860388,50.95168374816984,1094,41,2.8,1548.4301937207747,2318,2509,545,0.5292504570383912,2511
North Balgowlah,SAL12991,87749.77453503684,64.93506493506493,5323.466328678874,5.066643882433354,90.08885850991113,9275.461380724539,10000.0,92.00837939026565,62.9812438302073,1254,39,3.3,3401.675878053129,3816,4005,825,0.7370261317629738,4212
North Boambee Valley,SAL12993,5979.9008230623795,15.926179084073821,3138.1399565346937,51.47812713602187,29.52836637047163,2488.038277511962,9500.0,52.466422466422465,23.045930701047542,655,52,2.4,173.99267399267399,2318,1804,465,0.635584263065179,1414
North Bondi,SAL12994,37826.768182367676,81.3397129186603,5452.432586669649,13.414217361585784,92.41285030758715,9706.083390293916,10000.0,85.89142992798924,66.64954631056325,1493,35,2.6,7351.428345335126,9290,3966,700,0.6130145808645473,3292
North Casino,SAL12997,5228.214174535643,79.22077922077922,3960.4883800410116,74.75222146274778,23.923444976076556,4839.371155160628,10000.0,10.0,20.726495726495727,793,43,3.1,34.63779260275301,1000,1733,350,0.5043166165486468,1968
North Curl Curl,SAL12998,110452.21661292565,53.246753246753244,5153.052662279736,3.6654135338345952,85.37252221462748,8711.551606288449,10000.0,93.16949152542372,57.430406852248396,1110,40,3.2,3633.898305084746,4288,4000,700,0.8316008316008316,3611
North Epping,SAL13000,30383.031722010248,60.628844839371155,4997.313002916833,15.447710184552292,93.23308270676691,8188.653451811345,10000.0,84.98028374265998,67.11143166245944,1036,44,3.1,1996.0567485319962,4657,3000,615,0.6682506682506683,3062
North Haven (NSW),SAL13002,2760.965956117709,3.6226930963773065,1986.0460375250545,70.93301435406698,11.004784688995215,628.8448393711552,7142.857142857143,55.845763951490824,15.609137055837563,519,61,1.9,275.3729185447247,1619,1495,310,0.6647398843930635,832
North Kellyville,SAL13003,29169.141439527702,73.47915242652084,5191.429287781426,16.79767600820233,86.73957621326042,9159.261790840737,9619.04761904762,85.7798193554782,58.97297297297297,1212,33,3.3,2155.963871095638,17401,3250,600,0.6188118811881188,3120
North Lambton,SAL13004,6643.102411089647,36.773752563226246,3628.073849605389,53.61414900888585,61.8591934381408,4289.131920710867,9238.095238095239,88.3513722458446,39.365773646801536,762,31,2.5,2670.2744491689214,3454,2000,400,0.6056935190793459,1678
North Macksville,SAL13006,3542.2881540663234,12.645249487354752,2554.733082706767,71.12098427887902,9.979494190020507,881.7498291182503,9142.857142857143,10.0,15.210355987055015,545,53,2.3,36.73684557345722,669,1500,340,0.6351446718419196,916
North Manly,SAL13007,60884.901129959384,61.58578263841422,5197.065244777395,7.535885167464116,83.04853041695146,8861.927546138073,10000.0,90.48281207258138,54.52550740537575,1141,40,3.1,3096.562414516276,3396,3600,675,0.7281062495786422,3169
North Narrabeen,SAL13009,43234.222398025006,54.68215994531784,5020.2527005991005,10.611756664388238,66.16541353383458,8291.182501708818,10000.0,86.98884017536868,41.704442429737085,1048,40,3.0,2397.7680350737346,6016,3200,665,0.7046388725778039,2711
North Parramatta,SAL13011,7185.3003302654715,76.62337662337663,4282.105025257593,58.59535201640465,82.02323991797677,6172.2488038277515,9571.428571428572,86.44179517820899,53.58926787498216,874,38,2.3,2288.359035641799,12064,2054,390,0.5423340961098398,1703
North Richmond,SAL13012,10560.70744337748,41.01161995898838,4091.137216043338,37.739234449760765,39.849624060150376,5235.816814764184,10000.0,56.248562640250896,27.500000000000004,815,39,2.6,287.45687920752687,6358,2340,408,0.6625766871165645,1724
North Rocks,SAL13013,22432.393989803408,49.14559125085441,4672.853199154161,19.830827067669176,85.64593301435407,7115.516062884484,10000.0,83.36400256339833,57.88167938931298,938,40,2.9,1672.8005126796668,9136,2817,505,0.6930457602099394,2354
North Rothbury,SAL13014,7731.206276381264,93.91660970608339,4703.8815056700305,59.842788790157215,34.92822966507177,8079.28913192071,9047.619047619048,51.410235263560025,25.370675453047774,1025,30,2.9,142.30705790680082,2502,2000,450,0.450281425891182,2206
North Ryde,SAL13015,17442.923472494444,75.93984962406014,5001.636097969092,27.6742993848257,88.99521531100478,8205.741626794259,10000.0,88.10030225008396,61.54562383612663,1039,37,2.6,2620.060450016792,14043,2700,520,0.5996890501221589,2383
North St Marys,SAL13017,4978.568838988129,16.267942583732058,2975.07771724509,58.75768967874231,15.174299384825702,1527.6828434723172,10000.0,81.47049591964846,17.20098643649815,597,35,2.7,1294.0991839296923,4123,1800,340,0.6957866254348667,1255
North Strathfield,SAL13019,12793.684356062415,85.71428571428571,4984.596070661214,37.961380724538614,87.21804511278195,8304.853041695147,9809.52380952381,97.29194825255841,59.252669039145914,1049,34,2.7,4458.389650511682,4618,2500,495,0.5499743345310552,2333
North Sydney,SAL13020,14314.589407826,89.7470950102529,5160.101272658425,35.047846889952154,96.71907040328092,9794.94190020506,8714.285714285716,93.54368602996001,71.05458872527146,1566,36,1.9,6076.052328339998,8964,2817,575,0.4151193633952255,2405
North Turramurra,SAL13023,98129.20517110212,13.19207108680793,4167.305206616931,3.2467532467532436,84.89405331510595,6336.295283663704,8928.57142857143,58.70365586953901,56.887366818873666,886,56,2.4,361.1096760861704,4194,3629,760,0.9452161833651676,2064
North Wahroonga,SAL13025,127193.95440630244,45.79630895420369,4999.513566735779,2.9306220095693902,93.6431989063568,8205.741626794259,10000.0,64.65412683729058,67.54530477759472,1039,45,3.1,539.6238051187172,2100,3884,950,0.8626638039535056,3189
North Willoughby,SAL13026,40415.34639865285,60.21872863978127,5079.681405184068,11.568694463431314,91.66097060833903,8458.646616541353,10000.0,97.26086026107426,65.04895700297999,1067,40,2.7,4452.172052214852,4161,3275,590,0.7083123062504505,2488
Northbridge (NSW),SAL13032,121086.9704094517,67.60082023239919,5400.909264571951,3.4603554340396414,97.88106630211894,9528.366370471633,10000.0,86.90022359884169,72.22368075610397,1375,44,2.9,2380.044719768337,6493,4649,740,0.7802517482517483,3874
Northmead,SAL13033,10199.629667762198,80.45112781954887,4690.261009661898,44.98462064251538,79.7676008202324,7177.033492822966,10000.0,88.13787712625708,51.24006359300477,941,39,2.5,2627.5754252514175,11261,2300,420,0.5640480667048149,1924
Northwood (NSW),SAL13034,50543.53918987057,77.85372522214628,5463.055264589364,9.808612440191396,99.93164730006835,9733.424470266576,10000.0,86.98952879581152,77.08333333333334,1526,46,3.1,2397.9057591623036,916,4200,1200,0.6351446718419195,5012
Norwest,SAL13036,21991.65254672403,71.77033492822966,5039.515703726566,21.91558441558442,80.9295967190704,8342.447026657554,10000.0,83.35144475718816,52.311273694712334,1053,37,2.5,1670.2889514376313,4688,2823,579,0.6186719263642341,2207
Nulkaba,SAL13042,6409.9431744868425,82.0915926179084,4244.473342447027,65.21701982228298,27.27272727272727,5782.638414217362,10000.0,10.0,22.285714285714285,847,42,3.0,51.750843213039765,715,1975,350,0.5380982653709926,2217
Nunderi,SAL13053,7125.161967731472,42.925495557074505,3779.331040854039,52.04203691045795,48.05194805194805,4190.020505809979,10000.0,52.7286979697421,31.527093596059114,757,50,2.7,181.86093909226307,696,1950,460,0.5944517833553501,1803
Nyngan,SAL13060,3890.172735433557,92.41285030758715,3791.469241285031,96.46274777853725,32.12576896787423,4446.343130553656,9785.714285714286,10.0,23.99497487437186,770,41,2.4,0.9116152809873228,1953,1083,200,0.3245754245754246,1428
O'Connell (NSW),SAL13063,7723.755455245593,98.22282980177717,4935.601161995899,62.90157211209843,58.30485304169515,8055.365686944634,10000.0,10.0,37.119113573407205,1024,43,2.9,5.4680637443927225,653,2200,250,0.4957932692307693,2578
Oak Flats,SAL13064,6834.196805152018,25.08544087491456,3463.8353397158216,49.683868762816125,23.103212576896787,3147.6418318523583,10000.0,84.07884258030263,20.42042042042042,698,42,2.5,1815.7685160605256,6840,1950,440,0.6446991404011462,1488
Oakdale (NSW),SAL13065,8687.6467959728,62.064251537935746,4252.5526315789475,47.949419002050576,16.609706083390293,5820.2323991797675,10000.0,10.0,17.89137380191693,849,36,3.0,21.572058440280607,2028,2167,410,0.5890187550964936,2083
Oakhurst (NSW),SAL13069,7328.748770287359,61.24401913875598,4083.3103110897705,54.71633629528366,58.85167464114832,5331.51059466849,9809.52380952381,92.13785277284389,37.599744653686564,824,34,3.3,3427.570554568778,6947,2013,418,0.5637602688573563,2097
Oakville,SAL13071,16914.794319815544,40.12303485987697,4374.723085941083,24.863294600136697,27.34107997265892,6196.172248803828,10000.0,51.12724872091104,22.291666666666668,876,44,3.3,133.81746162733123,2027,2500,600,0.6585879873551106,2368
Oatlands (NSW),SAL13074,24953.513438641567,26.520847573479152,4276.977622902643,16.13978127136022,83.52699931647301,5796.3089542036905,10000.0,86.8455789772958,54.990524320909664,848,42,3.0,2369.115795459161,5833,2817,530,0.766600145137881,2292
Oatley,SAL13075,22456.5470518402,73.13738892686261,5071.219422410776,21.582365003417635,85.57758031442242,8441.55844155844,10000.0,87.19077232612374,57.79772399422984,1064,43,2.8,2438.154465224747,10664,3000,490,0.6506651243493349,2537
Oberon,SAL13079,3897.073376900412,58.44155844155844,3340.3619275461388,84.71462747778537,16.814764183185236,3315.105946684894,9357.142857142859,10.0,17.938420348058905,709,47,2.2,17.710117551638945,3319,1517,280,0.49376152761202124,1321
Ocean Shores,SAL13081,6903.847061362967,26.11073137388927,3486.749498769562,49.50444292549555,60.28708133971292,3376.6233766233768,9785.714285714286,61.651933013758324,38.3933845245127,711,43,2.4,449.5579904127498,5777,1893,508,0.6144109055501461,1471
Old Bar,SAL13084,4484.130477969911,20.095693779904305,2963.5106469853363,65.08885850991113,29.801777170198225,1845.5228981544772,9571.428571428572,53.70734353860629,23.158694001518604,613,50,2.3,211.2203061581886,5126,1690,358,0.6362153344208809,1170
Old Erowal Bay,SAL13086,3414.216147507842,31.852358168147642,2847.4282625145197,82.39917976760081,10.731373889268626,1285.0307587149694,9785.714285714286,81.80700869784445,15.551181102362206,579,40,2.4,1361.4017395688895,1080,1300,350,0.5181347150259067,1246
Old Guildford,SAL13088,5550.9490198971325,0.2050580997949419,2191.1830579191337,38.47402597402596,30.14354066985646,205.0580997949419,8428.57142857143,89.86472424557752,23.282051282051285,468,29,3.8,2972.944849115505,2857,2058,420,1.014792899408284,1511
Old Toongabbie,SAL13092,9942.00168493102,73.54750512645249,4540.361986160603,44.66848940533151,68.96787423103213,6688.311688311688,10000.0,87.8541159852468,43.082524271844655,909,38,2.8,2570.8231970493603,3276,2200,450,0.5585173902005586,2172
One Mile (NSW),SAL13096,8243.312575774275,6.561859193438141,3067.3236500341764,36.20984278879016,31.44224196855776,2330.8270676691727,9428.57142857143,10.0,23.762376237623762,644,54,2.6,98.64340703695682,501,2211,390,0.7922838031533684,1542
Oran Park,SAL13102,15944.579962789414,63.021189336978814,4724.576306745745,28.631237183868762,64.86671223513328,8103.212576896787,9047.619047619048,81.65172067604188,40.8903338752032,1026,30,3.3,1330.3441352083757,17624,2626,530,0.5906432748538012,2349
Orchard Hills,SAL13106,14474.549902839888,36.7053998632946,4225.915584415585,28.19548872180451,50.8544087491456,5697.197539302803,10000.0,10.0,32.914572864321606,844,47,3.1,41.74269967079451,1798,2550,450,0.6972293109733868,2279
Orient Point,SAL13107,3718.4081368891475,12.098427887901572,2596.2901598584745,68.82262474367737,6.015037593984962,881.7498291182503,9285.714285714286,56.8808561082152,13.245033112582782,545,52,2.3,306.42568324645583,629,1600,283,0.6774876499647142,985
Ourimbah,SAL13114,6642.350196995281,76.21326042378675,4194.623718386876,62.1496924128503,52.49487354750513,5591.25085440875,10000.0,10.0,33.8991041961339,840,39,2.7,46.11404017050377,4019,1950,400,0.5357142857142857,1940
Oxley Park,SAL13121,6498.495963635169,51.33287764866712,3826.716859297003,57.8861927546138,52.56322624743678,4958.988380041012,9238.095238095239,91.51711924439198,33.93157599551318,802,31,2.8,3303.4238488783944,4197,1980,400,0.5697295223479761,1612
